,document_id,document_text,entity,gold_answer,pred_answer
90,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",PER,Тереза Мэй,Тереза Мэй
91,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",PER,Дэвид Дэвис,
92,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",ORG,МИД России,
93,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",LOC,Великобритания,Великобритания
94,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",LOC,Москва,Москва
95,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",LOC,Брюссель,
96,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",LOC,Эймсбери,Эймсбери
97,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",LOC,ЕС,
98,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",LOC,Лондон,
99,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",EVT,Отставка Бориса Джонсона,отставка
100,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",EVT,Отравление Скрипалей,
101,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",EVT,ЧМ-2018,
102,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",EVT,Отставка Дэвида Дэвиса,
103,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",EVT,Выход Великобритании из ЕС,
104,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",PRO,Новичок,Новичок
105,1014,"ru-1014
ru
2018-07-09
http://www.tvc.ru/news/show/id/141216
""Не вынесла душа поэта"": Захарова прокомментировала отставку Джонсона

Отставка Бориса Джонсона говорит о проступающих контурах правительственного кризиса в Великобритании, заявила официальный представитель МИД России Мария Захарова. По ее словам, Москва предупреждала, что ""грязная интрига"" с отравлениями ""плачевно закончится для правительства Терезы Мэй"".

Официальный представитель МИД России Мария Захарова прокомментировала отставку министра иностранных дел Великобритании Бориса Джонсона. По ее словам, это свидетельствует о все отчетливее проступающем ""контуре правительственного кризиса"". Захарова напомнила, что Москва предупреждала о том, что интриги с отравлением Скрипалей ""плачевно закончатся для правительства Терезы Мэй"". ""Столько врать миру про ""руку Кремля"", ""агрессию против Великобритании на территории Великобритании"", ""Новичок"", ЧМ-2018 и тд. становится уже опасно. Мнимую ""солидарность"" надо же как-то аргументировать дальше, учитывая, что в Эймсбери только что умерла британская подданная. А это уже не шутки для члена британского правительства: одно дело российские граждане Скрипали, на которых можно проводить любые эксперименты, а другое - собственные люди"", - написала Мария Захарова в Ранее стало известно, что министр иностранных дел Великобритании Борис Джонсон подал в отставку . О причинах его ухода не сообщается. Накануне свой пост покинул министр по вопросам Brexit Дэвис Дэвис. В отставку он подал из-за несогласия с планами экономических отношений Лондона и Брюсселя после выхода королевства из Евросоюза.
",PRO,"Мнимую ""солидарность""",
